"","Elevation","Aspect","Slope","Horizontal_Distance_To_Hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","Area_Of_Wilderness","Soil_Type","Cover_Type"
"3328",-1.006,0.312,-0.532,0.746,-0.263,-0.326,0.206,1.317,0.586,-0.556,4,2,4
"3329",-1.002,0.257,-0.178,0.585,-0.23,-0.365,0.304,1.317,0.456,-0.609,4,2,4
"3330",-1.002,0.375,-0.296,0.513,-0.23,-0.383,0.075,1.405,0.695,-0.637,4,2,4
"3331",-0.994,0.702,0.177,0.456,-0.181,-0.402,-0.874,1.493,1.414,-0.664,4,2,4
"3332",-0.966,0.893,1.005,0.408,0.015,-0.42,-1.921,1.186,1.959,-0.691,4,6,4
"3333",-0.927,0.948,1.124,0.375,0.276,-0.438,-2.084,1.054,2.003,-0.718,4,6,4
"3334",-0.913,-0.288,1.478,0.347,0.374,-0.473,1.319,-0.612,-1.68,-0.773,4,6,4
"3335",-1.002,-0.215,1.597,0.375,-0.23,-0.508,1.253,-0.393,-1.571,-0.827,4,3,4
"3336",-1.023,-0.07,1.124,0.408,-0.377,-0.525,0.991,0.352,-0.874,-0.855,4,3,4
"3337",-1.04,0.067,0.887,0.456,-0.491,-0.541,0.697,0.879,-0.285,-0.882,4,3,4
"3338",-1.04,0.357,0.532,0.513,-0.491,-0.557,-0.088,1.449,0.717,-0.909,4,3,4
"3339",-0.997,0.657,1.124,0.661,-0.197,-0.589,-1.365,1.493,1.589,-0.964,4,6,4
"3340",-1.239,-0.333,1.833,0.032,1.321,-0.691,1.351,-1.095,-2.072,-1.154,4,3,4
"3341",-1.277,-0.297,1.715,-0.053,1.06,-0.703,1.319,-0.832,-1.898,-1.181,4,3,4
"3342",-1.31,-0.251,1.597,-0.125,0.832,-0.715,1.286,-0.525,-1.658,-1.208,4,3,4
"3343",-1.461,-0.506,1.833,-0.567,0.162,-0.764,1.319,-1.709,-2.29,-1.336,4,3,4
"3344",-1.514,-1.223,1.597,-0.31,0.685,-0.863,-0.874,-2.542,-0.852,-0.882,4,10,3
"3345",-1.073,-0.297,1.124,-0.629,-0.116,-0.488,1.319,-0.393,-1.484,-0.572,4,6,3
"3346",1.158,0.484,-0.887,-0.477,-0.654,1.687,0.01,1.317,0.782,0.974,1,23,7
"3347",1.163,0.384,0.887,0.489,-0.507,0.163,-0.318,1.449,0.782,1.811,1,29,1
"3348",0.404,0.23,0.414,-0.477,-0.556,-1.099,0.304,1.273,0.325,-0.581,3,13,5
"3349",0.385,0.103,0.887,-0.177,0.064,-0.999,0.599,0.966,-0.176,-0.511,3,13,5
"3350",0.368,0.157,0.65,-0.225,-0.05,-0.94,0.468,1.142,0.063,-0.427,3,13,5
"3351",0.361,-0.151,-1.006,-0.215,0.097,-0.841,0.664,0.835,0.042,-0.312,3,13,5
"3352",0.085,-0.388,1.124,-0.51,-0.344,-0.666,1.351,-0.7,-1.636,-0.118,3,13,5
"3353",0.023,-0.433,0.177,-0.796,-0.622,-0.625,1.155,-0.086,-0.982,-0.073,3,23,5
"3354",0.009,-0.497,-0.414,-0.939,-0.72,-0.604,0.959,0.133,-0.612,-0.05,3,23,5
"3355",-1.428,0.012,0.887,-1.081,-0.834,-0.614,0.795,0.747,-0.46,-0.7,4,14,4
"3356",-1.452,-0.197,-1.715,-1.081,-0.834,-0.586,0.304,0.835,0.347,-0.718,4,14,4
"3357",-1.397,1.783,1.242,-0.653,-0.181,-0.62,-1.626,-1.665,0.303,-0.886,4,10,3
"3358",-1.121,-1.296,1.36,0.861,1.191,-0.672,-1.037,-2.191,-0.503,-0.447,4,10,3
"3359",-1.533,0.03,1.005,-0.939,-0.769,-0.255,0.762,0.747,-0.46,-0.657,4,1,4
"3360",-1.54,0.339,0.769,-0.939,-0.72,-0.248,-0.121,1.405,0.652,-0.66,4,1,4
"3361",-1.526,1.011,2.07,-0.796,-0.23,-0.189,-3.197,0.484,2.329,-0.657,4,10,3
"3362",-1.025,-0.161,-0.296,0.946,-0.393,-0.295,0.893,0.703,-0.285,-0.527,4,2,4
"3363",-1.03,0.239,0.296,0.78,-0.426,-0.333,0.304,1.317,0.368,-0.581,4,2,4
"3364",-1.009,0.784,0.532,0.589,-0.279,-0.388,-1.234,1.405,1.632,-0.663,4,2,4
"3365",-0.975,0.911,1.36,0.546,-0.05,-0.406,-2.215,1.054,2.068,-0.69,4,6,4
"3366",-0.932,0.857,1.005,0.513,0.244,-0.423,-1.79,1.273,1.894,-0.717,4,6,4
"3367",-0.942,-0.297,1.952,0.489,0.178,-0.459,1.319,-1.095,-2.094,-0.771,4,6,4
"3368",-1.054,-0.106,1.124,0.546,-0.589,-0.509,1.057,0.265,-0.961,-0.853,4,3,4
"3369",-1.066,0.493,0.414,0.642,-0.671,-0.541,-0.448,1.536,1.044,-0.907,4,3,4
"3370",-1.016,0.784,0.769,0.661,2.628,-0.573,-1.495,1.405,1.763,-0.961,4,3,4
"3371",-0.987,0.448,-0.651,0.546,2.856,-0.589,0.01,1.361,0.782,-0.988,4,6,4
"3372",-1.04,-0.488,2.425,0.332,2.497,-0.618,1.286,-2.323,-2.813,-1.042,4,3,4
"3373",-1.102,-0.469,2.898,0.237,2.187,-0.632,1.22,-2.718,-2.943,-1.069,4,3,4
"3374",-1.162,-0.433,2.661,0.132,1.779,-0.646,1.286,-2.279,-2.943,-1.096,4,3,4
"3375",-1.258,-0.379,1.833,-0.072,1.191,-0.672,1.351,-1.27,-2.159,-1.149,4,3,4
"3376",-1.365,-0.279,1.242,-0.31,0.456,-0.706,1.319,-0.437,-1.527,-1.227,4,3,4
"3377",-1.394,-0.251,1.124,-0.353,0.407,-0.716,1.286,-0.218,-1.353,-1.252,4,3,4
"3378",-1.444,-0.279,1.005,-0.491,0.129,-0.734,1.286,-0.218,-1.331,-1.297,4,3,4
"3379",-1.466,-0.397,1.478,-0.629,0.129,-0.742,1.351,-1.051,-1.919,-1.313,4,3,4
"3380",-1.567,-0.533,1.715,-0.882,-0.556,-0.755,1.286,-1.709,-2.246,-1.313,4,3,4
"3381",-1.607,-0.542,-0.059,-0.939,-0.801,-0.761,1.024,-0.174,-0.874,-1.297,4,3,4
"3382",-1.607,1.111,-0.887,-1.081,-0.834,-0.765,-0.547,0.966,1.066,-1.276,4,4,4
"3383",-1.48,-1.323,2.07,-0.367,0.636,-0.841,-1.594,-2.981,-0.634,-0.907,4,10,3
"3384",-1.576,-1.378,1.597,-0.939,-0.573,-0.835,-1.495,-2.279,-0.242,-0.872,4,10,3
"3385",-1.1,-0.233,1.597,-0.763,-0.295,-0.478,1.286,-0.481,-1.636,-0.549,4,6,3
"3386",-1.308,-0.887,0.532,-1.081,-0.834,-0.614,0.599,-1.27,-1.135,-0.525,4,5,4
"3387",-1.327,-0.969,1.124,-0.939,-0.867,-0.637,0.271,-1.884,-1.331,-0.552,4,5,4
"3388",-1.406,-0.76,1.242,-1.081,-0.834,-0.682,0.86,-1.84,-1.832,-0.606,4,5,4
"3389",-1.437,-0.533,0.296,-1.081,-0.834,-0.705,1.122,-0.393,-1.113,-0.633,4,5,4
"3390",-1.784,-0.46,-0.769,-1.081,-0.834,-1.112,0.828,0.396,-0.329,-1.115,4,6,4
"3391",-1.818,-0.279,-0.769,-1.081,-0.834,-1.158,0.828,0.615,-0.22,-1.167,4,6,4
"3392",1.213,-0.76,-0.059,-0.215,-0.36,1.933,0.795,-0.525,-0.852,0.861,1,38,7
"3393",1.168,-0.242,-1.006,-0.629,-0.671,1.866,0.664,0.747,-0.002,0.895,1,38,7
"3394",1.153,0.012,-1.006,-0.882,-0.769,1.82,0.533,1.01,0.238,0.919,1,38,7
"3395",0.591,-0.07,1.242,0.904,1.044,-0.666,0.991,0.352,-0.874,1.042,1,29,1
"3396",0.643,1.574,0.059,-0.444,-0.344,-1.158,-1.168,-0.13,0.935,-0.096,3,31,2
"3397",0.387,0.057,-0.178,-0.367,-0.524,-1.071,0.664,1.054,0.042,-0.531,3,13,5
"3398",0.378,-0.015,0.059,-0.272,-0.458,-1.05,0.795,0.879,-0.198,-0.517,3,13,5
"3399",0.358,0.012,0.414,-0.31,-0.116,-1.02,0.795,0.879,-0.285,-0.489,3,13,5
"3400",0.346,0.039,-0.296,-0.353,0.048,-0.854,0.664,1.01,0.02,-0.293,3,13,5
"3401",0.334,-0.142,-0.178,-0.31,0.031,-0.835,0.926,0.703,-0.351,-0.273,3,13,5
"3402",0.073,-0.469,0.532,-0.567,-0.426,-0.675,1.22,-0.481,-1.309,-0.103,3,13,5
"3403",0.021,-0.615,-0.059,-0.796,-0.638,-0.633,0.991,-0.305,-0.874,-0.057,3,23,5
"3404",-0.915,0.902,0.769,1.094,-0.72,-1.121,-1.757,1.229,1.872,-0.709,4,10,3
"3405",-1.447,-0.115,-0.887,-1.081,-0.834,-0.609,0.664,0.879,0.042,-0.665,4,14,4
"3406",-1.37,-1.414,0.769,-0.629,-0.214,-0.519,-1.005,-1.226,0.151,-0.77,4,10,3
"3407",-1.217,1.602,1.242,-0.225,1.272,-0.734,-2.084,-1.051,0.957,-1.104,4,10,3
"3408",-1.059,1.829,1.478,0.656,1.615,-0.746,-1.594,-1.928,0.085,-0.666,4,10,3
"3409",-1.066,1.838,1.715,0.632,1.566,-0.722,-1.79,-2.323,-0.046,-0.613,4,10,3
"3410",-1.057,1.792,1.478,0.632,1.632,-0.696,-1.757,-1.928,0.194,-0.56,4,10,3
"3411",-1.538,0.775,0.887,-1.081,-0.834,-0.223,-1.528,1.405,1.763,-0.636,4,1,4
"3412",-1.555,-0.733,1.242,-0.939,-0.524,-0.214,0.926,-1.753,-1.854,-0.637,4,1,4
"3413",-1.535,1.066,1.952,-0.796,-0.328,-0.201,-3.164,0.352,2.286,-0.629,4,10,3
"3414",-1.432,1.111,1.952,-0.51,0.391,-0.189,-3.262,0.177,2.264,-0.619,4,10,3
"3415",-1.052,1.175,1.36,0.78,2.84,-0.187,-2.641,0.308,2.024,-0.517,4,10,3
"3416",-1.035,-0.433,0.059,1.061,-0.458,-0.282,1.122,0.002,-0.852,-0.525,4,2,4
"3417",-1.052,-0.106,-0.178,0.98,-0.573,-0.301,0.893,0.747,-0.285,-0.552,4,2,4
"3418",-1.052,0.412,0.059,0.832,-0.573,-0.338,-0.088,1.493,0.804,-0.606,4,2,4
"3419",-1.042,0.73,0.059,0.775,-0.507,-0.356,-0.841,1.493,1.414,-0.633,4,2,4
"3420",-1.016,0.993,0.887,0.723,-0.328,-0.374,-2.019,1.01,1.959,-0.66,4,2,4
"3421",-0.944,0.875,0.059,0.656,0.162,-0.409,-1.07,1.317,1.545,-0.714,4,6,4
"3422",-0.932,-0.124,0.177,0.637,0.244,-0.426,0.991,0.615,-0.525,-0.741,4,6,4
"3423",-1.021,-0.324,2.188,0.637,-0.36,-0.46,1.319,-1.358,-2.29,-0.796,4,3,4
"3424",-1.057,-0.251,1.597,0.656,-0.605,-0.477,1.286,-0.525,-1.636,-0.822,4,3,4
"3425",-1.097,0.185,0.059,0.723,-0.867,-0.509,0.435,1.229,0.259,-0.877,4,3,4
"3426",-1.023,0.811,0.532,0.585,2.579,-0.556,-1.365,1.405,1.698,-0.957,4,3,4
"3427",-1.002,0.257,-0.178,0.461,2.726,-0.571,0.271,1.317,0.477,-0.983,4,6,4
"3428",-1.066,-0.36,2.898,0.237,2.318,-0.601,1.253,-2.191,-2.878,-1.037,4,3,4
"3429",-1.128,-0.379,3.134,0.132,1.893,-0.614,1.188,-2.63,-2.943,-1.063,4,3,4
"3430",-1.188,-0.36,2.898,0.032,1.599,-0.628,1.253,-2.235,-2.943,-1.089,4,3,4
"3431",-1.277,-0.315,1.952,-0.168,1.06,-0.653,1.351,-1.139,-2.137,-1.141,4,3,4
"3432",-1.318,-0.315,1.715,-0.272,0.783,-0.664,1.351,-0.876,-1.898,-1.167,4,3,4
"3433",-1.351,-0.324,1.36,-0.367,0.554,-0.675,1.351,-0.612,-1.658,-1.191,4,3,4
"3434",-1.413,-0.288,1.005,-0.491,0.129,-0.696,1.286,-0.262,-1.375,-1.237,4,3,4
"3435",-1.497,-0.26,1.478,-0.677,-0.23,-0.721,1.319,-0.525,-1.658,-1.287,4,3,4
"3436",-1.531,-0.397,1.597,-0.796,-0.312,-0.728,1.351,-1.095,-1.985,-1.292,4,3,4
"3437",-1.607,-0.651,-0.414,-1.081,-0.834,-0.739,0.828,-0.042,-0.569,-1.276,4,3,4
"3438",-1.399,1.347,1.478,-0.248,0.75,-0.75,-2.772,-0.393,1.741,-1.115,4,10,3
"3439",-1.236,1.538,1.124,0.437,1.811,-0.739,-2.117,-0.744,1.175,-0.957,4,10,3
"3440",-1.222,1.565,1.005,0.546,2.024,-0.734,-1.921,-0.744,1.066,-0.93,4,10,3
"3441",-1.274,-0.806,0.177,-0.939,-1.014,-0.592,0.762,-0.832,-1.004,-0.495,4,5,4
"3442",-1.461,-0.669,0.887,-1.081,-0.834,-0.728,1.057,-1.314,-1.636,-0.657,4,5,4
"3443",-1.54,-0.079,0.532,-0.939,-0.785,-0.818,0.991,0.615,-0.569,-0.764,4,6,3
"3444",-1.775,-1.232,-1.597,-1.081,-0.834,-1.09,0.141,0.572,0.368,-1.08,4,14,4
"3445",-1.768,-1.351,-0.178,-0.939,-0.801,-1.112,-0.35,-0.437,0.172,-1.106,4,14,4
"3446",-1.78,-1.105,0.769,-0.939,-0.801,-1.135,-0.088,-1.621,-0.83,-1.13,4,14,4
"3447",1.165,0.648,-0.651,-0.367,-0.589,1.615,-0.318,1.405,1.044,1.064,1,23,7
"3448",0.354,-0.933,-0.769,1.832,1.566,-0.169,0.435,-0.042,-0.242,-0.567,3,32,2
"3449",0.2,-0.46,0.414,1.042,0.505,-0.06,1.188,-0.349,-1.179,-0.752,3,13,5
"3450",0.373,0.239,-0.059,-0.567,-0.622,-1.1,0.304,1.317,0.412,-0.52,3,33,5
"3451",0.358,-0.024,0.177,-0.367,-0.589,-1.057,0.86,0.835,-0.285,-0.495,3,33,5
"3452",0.325,-0.033,0.177,-0.491,-0.344,-1.029,0.86,0.835,-0.285,-0.451,3,13,5
"3453",0.313,0.121,0.296,-0.51,-0.426,-1.017,0.566,1.098,0.042,-0.436,3,13,5
"3454",0.315,0.166,0.532,-0.51,-0.409,-1.004,0.435,1.186,0.129,-0.419,3,13,5
"3455",0.287,-0.297,0.65,-0.367,-0.083,-0.808,1.253,-0.086,-1.157,-0.214,3,13,5
"3456",-0.894,0.839,0.887,1.284,-0.573,-1.091,-1.626,1.317,1.828,-0.692,4,10,3
"3457",-1.437,-0.806,-0.887,-1.081,-0.834,-0.602,0.533,0.177,-0.198,-0.629,4,14,4
"3458",-1.432,1.747,-0.532,-0.939,-0.818,-0.59,-0.481,0.045,0.565,-0.639,4,14,4
"3459",-1.155,1.62,1.242,-0.072,1.697,-0.737,-2.084,-1.183,0.891,-1.161,4,10,3
"3460",-1.107,1.729,2.188,0.194,2.073,-0.777,-2.575,-2.498,0.368,-1.21,4,10,3
"3461",-1.545,-0.206,-0.178,-1.081,-0.834,-0.252,0.991,0.528,-0.481,-0.593,4,1,4
"3462",-1.547,-1.196,-1.479,-1.081,-0.834,-0.251,0.173,0.528,0.325,-0.598,4,1,4
"3463",-1.55,-1.142,-0.296,-0.939,-0.867,-0.25,0.108,-0.437,-0.176,-0.602,4,17,4
"3464",-1.567,-1.351,-0.887,-0.939,-0.883,-0.248,-0.088,0.177,0.325,-0.606,4,17,4
"3465",-1.552,1.011,0.177,-1.081,-0.834,-0.246,-1.332,1.098,1.632,-0.608,4,17,4
"3466",-1.571,-1.278,-1.242,-1.081,-0.834,-0.232,0.075,0.352,0.303,-0.608,4,17,4
"3467",-1.181,1.311,1.36,0.489,2.122,-0.158,-2.641,-0.174,1.785,-0.532,4,10,3
"3468",-1.009,-0.597,-0.059,1.261,-0.279,-0.251,0.991,-0.218,-0.83,-0.495,4,2,4
"3469",-1.064,-0.342,0.177,1.099,-0.654,-0.288,1.155,0.133,-0.852,-0.548,4,2,4
"3470",-1.081,-0.279,1.478,0.799,-0.769,-0.461,1.319,-0.569,-1.636,-0.817,4,3,4
"3471",-1.107,-0.142,0.65,0.823,1.893,-0.477,1.089,0.396,-0.786,-0.845,4,3,4
"3472",-1.028,0.657,0.414,0.461,2.546,-0.54,-0.841,1.536,1.392,-0.95,4,3,4
"3473",-1.03,0.03,0.65,0.389,2.53,-0.555,0.795,0.879,-0.307,-0.977,4,6,4
"3474",-1.049,-0.197,2.188,0.266,2.399,-0.569,1.188,-0.876,-1.941,-1.003,4,3,4
"3475",-1.267,-0.288,2.425,-0.168,1.06,-0.622,1.286,-1.358,-2.312,-1.106,4,3,4
"3476",-1.308,-0.26,2.07,-0.272,0.783,-0.633,1.286,-1.007,-2.05,-1.13,4,3,4
"3477",-1.344,-0.251,1.715,-0.367,0.603,-0.645,1.286,-0.656,-1.745,-1.154,4,3,4
"3478",-1.401,-0.26,1.36,-0.567,0.211,-0.666,1.286,-0.437,-1.549,-1.199,4,3,4
"3479",-1.492,-0.215,1.715,-0.677,-0.263,-0.692,1.253,-0.481,-1.636,-1.252,4,3,4
"3480",-1.526,-0.197,1.36,-0.763,-0.426,-0.7,1.22,-0.174,-1.375,-1.261,4,3,4
"3481",-1.547,-0.279,0.887,-0.882,-0.573,-0.706,1.253,-0.13,-1.244,-1.265,4,3,4
"3482",-1.602,-0.86,-1.006,-1.081,-0.834,-0.716,0.468,0.177,-0.111,-1.252,4,4,4
"3483",-1.102,-1.096,2.306,-0.168,1.256,-0.703,-0.677,-3.463,-1.702,-0.833,4,6,3
"3484",-1.179,-0.497,-0.059,-1.081,-0.834,-0.501,1.057,-0.086,-0.852,-0.489,4,6,4
"3485",-1.195,-0.769,0.059,-1.081,-0.834,-0.524,0.795,-0.569,-0.874,-0.474,4,6,4
"3486",-1.801,-1.014,1.005,-1.081,-0.834,-1.18,0.173,-1.84,-1.179,-1.161,4,14,4
"3487",1.136,0.602,-1.006,-0.677,-0.785,1.659,-0.088,1.273,0.848,1.059,1,23,7
"3488",0.397,-1.096,-1.006,1.922,-0.328,-0.253,0.239,0.089,0.042,-0.374,3,32,2
"3489",0.322,0.693,-1.715,0.918,0.57,0.25,0.075,0.966,0.608,-0.639,3,31,5
"3490",0.471,0.948,-0.651,1.494,0.505,-0.033,-0.677,1.186,1.262,-0.293,3,31,2
"3491",0.349,0.239,-0.296,-0.677,-0.654,-1.107,0.337,1.317,0.434,-0.496,3,33,5
"3492",0.267,0.303,0.769,-0.653,-0.54,-0.936,0.01,1.361,0.499,-0.312,3,13,5
"3493",-1.423,1.729,-0.887,-0.939,-0.883,-0.583,-0.285,0.308,0.565,-0.604,4,14,4
"3494",-1.241,1.602,2.306,-0.215,0.815,-0.589,-3.197,-2.191,0.957,-0.943,4,10,3
"3495",-1.203,1.584,0.059,0.061,1.37,-0.684,-1.103,-0.086,0.913,-1.117,4,10,3
"3496",-1.018,1.792,-0.414,0.999,0.881,-0.768,-0.514,-0.13,0.456,-0.917,4,6,3
"3497",-1.538,-0.242,0.296,-0.939,-0.785,-0.275,1.122,0.308,-0.765,-0.56,4,1,4
"3498",-1.528,1.493,0.059,-0.939,-0.72,-0.274,-1.234,0.133,1.109,-0.571,4,17,4
"3499",-1.538,-1.214,0.65,-0.939,-0.736,-0.271,-0.35,-1.358,-0.438,-0.578,4,17,4
"3500",-1.545,1.556,-0.414,-1.081,-0.834,-0.269,-0.841,0.221,0.891,-0.581,4,17,4
"3501",-1.564,1.647,-1.006,-1.081,-0.834,-0.254,-0.285,0.44,0.652,-0.581,4,17,4
"3502",-1.018,1.066,0.532,1.061,3.134,-0.182,-1.757,0.922,1.806,-0.457,4,10,3
"3503",-0.992,-0.806,-1.006,1.294,3.346,-0.22,0.5,0.265,-0.111,-0.464,4,2,4
"3504",-1.011,-0.551,0.296,1.375,-0.295,-0.238,1.122,-0.437,-1.113,-0.49,4,2,4
"3505",-1.04,-0.497,0.769,1.294,-0.491,-0.257,1.253,-0.744,-1.505,-0.517,4,2,4
"3506",-1.097,0.003,-0.769,1.156,-0.867,-0.293,0.599,1.01,0.151,-0.571,4,2,4
"3507",-1.081,0.757,0.177,1.094,-0.769,-0.311,-0.972,1.449,1.48,-0.598,4,2,4
"3508",-0.978,0.675,1.124,0.965,-0.067,-0.363,-1.365,1.493,1.61,-0.678,4,6,4
"3509",-1.023,-0.27,2.07,0.918,-0.377,-0.413,1.286,-1.051,-2.072,-0.758,4,3,4
"3510",-1.102,-0.288,1.478,0.842,1.844,-0.445,1.319,-0.569,-1.658,-0.812,4,3,4
"3511",-1.131,-0.124,0.65,0.737,1.648,-0.461,1.057,0.44,-0.743,-0.838,4,3,4
"3512",-1.136,0.366,0.177,0.637,1.697,-0.477,-0.023,1.449,0.717,-0.865,4,3,4
"3513",-1.114,0.657,0.887,0.532,1.844,-0.492,-1.234,1.493,1.567,-0.89,4,3,4
"3514",-1.085,0.702,1.478,0.437,2.04,-0.508,-1.757,1.361,1.763,-0.917,4,3,4
"3515",-1.049,0.466,0.769,0.347,2.285,-0.522,-0.514,1.536,1.022,-0.943,4,3,4
"3516",-1.057,-0.061,1.242,0.266,2.35,-0.537,0.991,0.352,-0.895,-0.968,4,3,4
"3517",-1.093,-0.233,2.543,0.194,2.105,-0.551,1.188,-1.27,-2.268,-0.994,4,3,4
"3518",-1.298,-0.288,2.188,-0.272,0.734,-0.602,1.286,-1.27,-2.246,-1.093,4,3,4
"3519",-1.337,-0.27,1.952,-0.367,0.587,-0.614,1.319,-0.919,-1.985,-1.117,4,3,4
"3520",-1.401,-0.188,1.597,-0.567,0.211,-0.635,1.22,-0.349,-1.505,-1.161,4,3,4
"3521",-1.492,-0.179,1.833,-0.796,-0.409,-0.663,1.188,-0.437,-1.614,-1.215,4,3,4
"3522",-1.569,-0.188,-0.296,-0.939,-0.72,-0.684,0.926,0.659,-0.351,-1.237,4,3,4
"3523",-1.586,-0.706,-0.769,-1.081,-0.834,-0.69,0.664,0.177,-0.307,-1.235,4,3,4
"3524",-1.444,1.057,1.242,-0.567,-0.132,-0.705,-2.412,0.747,2.068,-1.139,4,10,3
"3525",-1.119,1.475,1.36,0.375,0.832,-0.678,-2.477,-0.744,1.392,-0.865,4,10,3
"3526",-1.116,-1.351,2.425,-0.225,1.158,-0.734,-2.019,-3.375,-0.612,-0.934,4,10,3
"3527",-1.021,1.611,-0.178,0.351,1.011,-0.59,-0.907,0.002,0.826,-0.606,4,6,3
"3528",-1.143,-0.56,0.177,-0.939,-0.687,-0.456,1.057,-0.349,-1.004,-0.532,4,6,4
"3529",-1.164,-0.806,-0.414,-1.081,-0.834,-0.478,0.664,-0.218,-0.525,-0.52,4,6,4
"3530",-1.169,-1.142,-0.178,-1.081,-0.834,-0.501,0.075,-0.525,-0.22,-0.507,4,6,6
"3531",-1.588,-0.915,0.65,-1.081,-0.834,-0.863,0.5,-1.446,-1.2,-0.805,4,6,4
"3532",-1.619,-0.733,0.532,-1.081,-0.834,-0.886,0.893,-1.007,-1.288,-0.83,4,14,4
"3533",-1.758,-0.578,-0.532,-1.081,-0.834,-1.044,0.86,0.133,-0.525,-1.008,4,14,4
"3534",-1.806,-0.951,0.65,-1.081,-0.834,-1.203,0.402,-1.402,-1.091,-1.161,4,14,4
"3535",0.294,0.521,0.059,0.437,1.044,0.377,-0.35,1.536,1.044,-0.787,3,31,5
"3536",0.31,0.375,-1.242,0.637,1.24,0.332,0.173,1.142,0.608,-0.736,3,31,5
"3537",0.332,0.148,-0.769,-0.882,-0.769,-1.134,0.435,1.142,0.325,-0.482,3,32,5
"3538",0.296,-0.042,-0.296,-0.677,-0.54,-1.08,0.762,0.922,-0.089,-0.419,3,33,5
"3539",0.279,-0.097,-0.296,-0.796,-0.654,-1.053,0.86,0.791,-0.22,-0.39,3,33,5
"3540",0.263,0.076,-0.059,-0.796,-0.769,-1.021,0.631,1.098,0.063,-0.359,3,13,5
"3541",0.243,0.203,1.36,-0.796,-0.491,-0.909,0.206,1.054,0.063,-0.255,3,13,5
"3542",0.236,0.121,1.833,-0.677,-0.426,-0.868,0.37,0.615,-0.438,-0.217,3,13,5
"3543",0.222,0.094,1.597,-0.653,-0.344,-0.827,0.533,0.703,-0.438,-0.177,3,13,5
"3544",0.181,-0.188,1.833,-0.653,-0.458,-0.785,1.188,-0.437,-1.614,-0.137,3,13,5
"3545",-0.803,0.693,-1.124,0.78,2.693,-0.99,-0.154,1.229,0.87,-0.665,4,11,3
"3546",-1.035,-1.414,-0.887,0.775,0.766,-0.75,-0.187,0.177,0.39,-1.055,4,6,3
"3547",-1.54,1.302,-0.178,-1.081,-0.834,-0.297,-1.201,0.572,1.327,-0.539,4,17,4
"3548",-1.488,1.792,0.414,-0.796,-0.442,-0.295,-1.005,-0.832,0.368,-0.548,4,10,3
"3549",-1.523,-1.323,0.059,-1.081,-0.834,-0.291,-0.383,-0.656,0.063,-0.554,4,17,4
"3550",-1.083,1.247,1.478,0.78,2.791,-0.18,-2.87,-0.042,1.981,-0.459,4,10,3
"3551",-1.018,-0.588,0.887,1.494,3.167,-0.225,1.155,-1.007,-1.571,-0.486,4,2,4
"3552",-1.049,-0.497,1.005,1.418,-0.556,-0.243,1.286,-0.876,-1.658,-0.513,4,2,4
"3553",-1.081,-0.451,0.65,1.346,-0.769,-0.261,1.253,-0.437,-1.309,-0.539,4,2,4
"3554",-1.102,-0.142,-0.769,1.284,-0.899,-0.278,0.762,0.791,-0.089,-0.567,4,2,4
"3555",-1.097,0.648,0.177,1.227,-0.867,-0.297,-0.743,1.536,1.327,-0.593,4,2,4
"3556",-1.011,0.53,1.124,1.103,-0.295,-0.348,-0.939,1.493,1.24,-0.673,4,6,4
"3557",-0.997,0.139,0.887,1.08,-0.197,-0.365,0.5,1.054,-0.046,-0.699,4,6,4
"3558",-1.054,-0.26,1.833,0.98,2.154,-0.397,1.286,-0.788,-1.854,-0.752,4,3,4
"3559",-1.124,-0.297,1.478,0.746,1.697,-0.429,1.319,-0.569,-1.658,-0.805,4,3,4
"3560",-1.155,-0.133,0.769,0.637,1.485,-0.445,1.089,0.396,-0.808,-0.83,4,3,4
"3561",-1.16,0.339,0.414,0.532,1.452,-0.46,0.01,1.449,0.63,-0.857,4,3,4
"3562",-1.14,0.575,1.242,0.437,1.664,-0.475,-1.136,1.493,1.392,-0.882,4,3,4
"3563",-1.085,0.339,1.36,0.237,2.04,-0.505,-0.35,1.317,0.608,-0.933,4,3,4
"3564",-1.09,-0.033,1.833,0.147,2.007,-0.519,0.86,0.133,-1.048,-0.958,4,3,4
"3565",-1.126,-0.242,2.661,0.07,1.877,-0.533,1.188,-1.358,-2.333,-0.983,4,3,4
"3566",-1.184,-0.306,2.898,0.004,1.485,-0.546,1.22,-1.972,-2.943,-1.008,4,3,4
"3567",-1.234,-0.324,2.661,-0.125,1.142,-0.559,1.253,-1.797,-2.617,-1.032,4,3,4
"3568",-1.282,-0.333,2.425,-0.248,0.848,-0.571,1.319,-1.577,-2.464,-1.056,4,3,4
"3569",-1.363,-0.288,1.952,-0.477,0.293,-0.594,1.319,-0.963,-2.007,-1.101,4,3,4
"3570",-1.464,-0.188,1.952,-0.763,-0.214,-0.625,1.188,-0.569,-1.702,-1.161,4,3,4
"3571",-1.497,-0.179,1.952,-0.882,-0.442,-0.633,1.188,-0.525,-1.68,-1.177,4,3,4
"3572",-1.531,-0.17,1.36,-0.939,-0.671,-0.641,1.188,-0.086,-1.288,-1.191,4,3,4
"3573",-1.555,-0.27,0.296,-0.939,-0.834,-0.649,1.155,0.221,-0.874,-1.201,4,3,4
