"","X","Elevation","Aspect","Slope","Horizontal_Distance_To_Hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","Area_Of_Wilderness","Soil_Type","Cover_Type"
"3596",3596,-1.009,-0.015,-1.361,0.799,0.244,-1.156,0.435,0.922,0.303,-0.924,"W4","S4","C3"
"3597",3597,-0.987,1.002,0.296,0.999,0.391,-1.101,-1.463,1.098,1.698,-0.791,"W4","S10","C3"
"3598",3598,-1.162,1.393,-0.178,0.347,1.648,-0.656,-1.136,0.44,1.196,-1.167,"W4","S10","C3"
"3599",3599,-1.078,1.266,0.769,0.375,2.22,-0.684,-2.019,0.308,1.698,-1.237,"W4","S10","C3"
"3600",3600,-1.004,-1.105,-1.006,0.632,0.897,-0.72,0.206,0.221,0.107,-1.276,"W4","S6","C3"
"3601",3601,-1.519,0.057,-0.059,-0.882,-0.752,-0.318,0.664,1.054,-0.002,-0.457,"W4","S1","C4"
"3602",3602,-1.545,-0.024,-0.887,-0.939,-0.85,-0.32,0.599,0.966,0.129,-0.486,"W4","S17","C4"
"3603",3603,-1.502,-0.969,-0.296,-1.081,-0.834,-0.313,0.435,-0.437,-0.46,-0.527,"W4","S17","C4"
"3604",3604,-1.533,-0.542,-0.178,-1.081,-0.834,-0.307,1.024,-0.13,-0.808,-0.528,"W4","S1","C4"
"3605",3605,-1.444,1.338,2.78,-0.677,-0.018,-0.288,-4.244,-1.49,1.959,-0.521,"W4","S10","C3"
"3606",3606,-1.1,1.275,1.005,0.656,2.66,-0.21,-2.314,0.133,1.785,-0.447,"W4","S10","C3"
"3607",3607,-0.975,-0.724,0.177,1.365,3.428,-0.193,0.893,-0.612,-1.004,-0.454,"W4","S2","C4"
"3608",3608,-1.014,-0.642,1.242,1.503,3.101,-0.211,1.122,-1.577,-1.919,-0.48,"W4","S2","C4"
"3609",3609,-1.088,-0.56,0.532,1.475,-0.818,-0.247,1.155,-0.656,-1.331,-0.534,"W4","S2","C4"
"3610",3610,-1.09,0.766,0.769,1.313,-0.834,-0.299,-1.43,1.405,1.719,-0.613,"W4","S6","C4"
"3611",3611,-1.061,0.702,0.887,1.275,-0.638,-0.315,-1.299,1.493,1.61,-0.639,"W4","S6","C4"
"3612",3612,-1.081,-0.215,1.597,0.904,1.975,-0.381,1.253,-0.393,-1.571,-0.744,"W4","S3","C4"
"3613",3613,-1.145,-0.315,1.36,0.661,1.534,-0.413,1.351,-0.612,-1.68,-0.796,"W4","S3","C4"
"3614",3614,-1.176,-0.179,0.887,0.546,1.338,-0.429,1.188,0.133,-1.048,-0.822,"W4","S3","C4"
"3615",3615,-1.188,0.239,0.65,0.437,1.256,-0.444,0.239,1.273,0.325,-0.847,"W4","S3","C4"
"3616",3616,-1.172,0.484,1.478,0.332,1.37,-0.459,-0.972,1.405,1.153,-0.872,"W4","S3","C4"
"3617",3617,-1.145,0.457,1.952,0.237,1.632,-0.473,-1.07,1.273,1.022,-0.897,"W4","S3","C4"
"3618",3618,-1.14,0.039,2.425,0.032,1.664,-0.501,0.533,0.045,-1.026,-0.947,"W4","S3","C4"
"3619",3619,-1.215,-0.279,2.543,-0.125,1.272,-0.528,1.22,-1.49,-2.442,-0.995,"W4","S3","C4"
"3620",3620,-1.389,-0.369,1.833,-0.567,0.113,-0.574,1.351,-1.226,-2.116,-1.084,"W4","S3","C4"
"3621",3621,-1.428,-0.306,1.833,-0.677,-0.148,-0.585,1.351,-0.919,-1.963,-1.104,"W4","S3","C4"
"3622",3622,-1.461,-0.251,1.715,-0.763,-0.263,-0.595,1.286,-0.656,-1.767,-1.122,"W4","S3","C4"
"3623",3623,-1.555,1.774,0.769,-1.081,-0.834,-0.634,-1.332,-1.139,0.412,-1.181,"W4","S4","C4"
"3624",3624,-1.555,-1.369,0.296,-1.081,-0.834,-0.653,-0.612,-0.788,0.129,-1.167,"W4","S4","C4"
"3625",3625,-0.99,-1.26,1.833,0.094,2.024,-0.666,-1.136,-2.718,-0.786,-0.93,"W4","S6","C3"
"3626",3626,-1.167,1.375,1.715,-0.653,0.015,-0.645,-2.968,-0.656,1.741,-0.784,"W4","S10","C3"
"3627",3627,-1.018,1.42,0.532,-0.082,1.027,-0.596,-1.757,0.002,1.371,-0.69,"W4","S5","C6"
"3628",3628,-1.124,-1.123,0.414,-0.763,-0.556,-0.524,-0.023,-1.183,-0.59,-0.541,"W4","S5","C6"
"3629",3629,-1.729,-0.497,-0.532,-1.081,-0.834,-0.977,0.86,0.265,-0.46,-0.91,"W4","S14","C4"
"3630",3630,-1.744,1.693,-0.414,-1.081,-0.834,-1.022,-0.677,0.002,0.652,-0.957,"W4","S14","C4"
"3631",3631,0.212,-0.442,0.177,0.937,0.603,-0.026,1.122,-0.086,-0.939,-0.665,"W3","S13","C5"
"3632",3632,0.231,0.421,-0.059,0.147,0.619,0.389,-0.088,1.493,0.826,-0.788,"W3","S33","C5"
"3633",3633,0.246,0.602,0.296,0.237,0.799,0.367,-0.71,1.536,1.284,-0.764,"W3","S31","C5"
"3634",3634,0.284,0.43,-0.887,0.489,0.848,0.278,0.075,1.273,0.717,-0.665,"W3","S31","C5"
"3635",3635,0.325,1.057,-0.532,0.494,0.587,0.189,-0.808,1.054,1.305,-0.563,"W3","S31","C2"
"3636",3636,0.303,0.094,-1.006,-0.939,-0.834,-1.156,0.435,1.054,0.325,-0.421,"W3","S33","C5"
"3637",3637,0.224,-0.242,-1.006,-1.081,-0.834,-1.029,0.664,0.747,-0.002,-0.299,"W3","S33","C5"
"3638",3638,0.193,-0.161,-0.414,-1.081,-0.834,-0.969,0.893,0.703,-0.263,-0.249,"W3","S33","C5"
"3639",3639,0.138,-0.097,0.887,-0.939,-0.752,-0.821,1.024,0.44,-0.786,-0.12,"W3","S13","C5"
"3640",3640,-0.93,1.12,0.65,0.965,0.946,-1.053,-1.888,0.747,1.828,-0.741,"W4","S10","C3"
"3641",3641,-1.416,1.765,-0.651,-1.081,-0.834,-0.553,-0.448,0.089,0.521,-0.703,"W4","S14","C4"
"3642",3642,-1.406,1.502,-0.059,-0.939,-0.687,-0.544,-1.103,0.177,1.044,-0.69,"W4","S10","C3"
"3643",3643,-1.071,1.629,1.715,0.237,1.844,-0.551,-2.51,-1.665,0.848,-0.988,"W4","S10","C3"
"3644",3644,-1.009,-0.46,-1.006,0.494,0.864,-0.701,0.664,0.528,-0.111,-1.276,"W4","S6","C3"
"3645",3645,-1.014,-0.442,-1.006,0.513,0.832,-0.703,0.73,0.528,-0.155,-1.252,"W4","S2","C3"
"3646",3646,-1.519,0.067,0.177,-0.939,-0.752,-0.333,0.697,1.01,-0.067,-0.398,"W4","S1","C4"
"3647",3647,-1.516,-1.351,-1.715,-0.939,-0.834,-0.338,0.141,0.703,0.434,-0.421,"W4","S1","C4"
"3648",3648,-1.531,-0.878,-0.887,-1.081,-0.834,-0.342,0.5,0.089,-0.198,-0.442,"W4","S17","C4"
"3649",3649,-1.54,-0.996,-1.006,-1.081,-0.834,-0.343,0.337,0.177,-0.002,-0.451,"W4","S17","C4"
"3650",3650,-1.538,1.792,-1.124,-1.081,-0.834,-0.343,-0.121,0.396,0.477,-0.459,"W4","S17","C4"
"3651",3651,-1.516,-0.724,-0.059,-1.081,-0.834,-0.333,0.828,-0.393,-0.808,-0.501,"W4","S17","C4"
"3652",3652,-1.54,-0.951,-0.414,-1.081,-0.834,-0.33,0.468,-0.305,-0.394,-0.501,"W4","S17","C4"
"3653",3653,-1.014,1.138,1.005,0.965,3.297,-0.209,-2.248,0.572,1.937,-0.398,"W4","S10","C3"
"3654",3654,-0.966,0.221,-0.769,1.241,3.575,-0.187,0.37,1.229,0.434,-0.421,"W4","S2","C4"
"3655",3655,-0.982,-0.279,0.532,1.384,3.477,-0.18,1.22,0.045,-1.048,-0.447,"W4","S2","C4"
"3656",3656,-1.052,-0.506,1.242,1.541,1.648,-0.215,1.286,-1.095,-1.81,-0.501,"W4","S2","C4"
"3657",3657,-1.085,-0.515,0.65,1.475,1.419,-0.232,1.22,-0.612,-1.375,-0.527,"W4","S2","C4"
"3658",3658,-1.109,-0.433,-0.414,1.413,1.256,-0.25,0.959,0.265,-0.547,-0.554,"W4","S2","C4"
"3659",3659,-1.1,0.739,0.414,1.284,1.615,-0.284,-1.07,1.493,1.545,-0.606,"W4","S2","C4"
"3660",3660,-1.071,0.63,0.65,1.222,1.811,-0.3,-0.939,1.536,1.414,-0.632,"W4","S6","C4"
"3661",3661,-1.064,0.03,1.36,1.094,1.926,-0.333,0.73,0.615,-0.59,-0.684,"W4","S3","C4"
"3662",3662,-1.114,-0.115,1.478,0.832,1.681,-0.365,1.089,0.045,-1.2,-0.736,"W4","S3","C4"
"3663",3663,-1.131,-0.197,1.242,0.708,1.632,-0.381,1.22,-0.13,-1.309,-0.761,"W4","S3","C4"
"3664",3664,-1.164,-0.279,1.478,0.585,1.403,-0.396,1.319,-0.569,-1.658,-0.787,"W4","S3","C4"
"3665",3665,-1.219,0.13,0.65,0.347,1.044,-0.426,0.533,1.054,-0.024,-0.837,"W4","S3","C4"
"3666",3666,-1.21,0.412,1.36,0.237,1.109,-0.442,-0.579,1.405,0.87,-0.861,"W4","S3","C4"
"3667",3667,-1.198,0.057,2.425,-0.072,1.272,-0.483,0.435,0.089,-0.939,-0.934,"W4","S3","C4"
"3668",3668,-1.215,-0.07,2.425,-0.168,1.158,-0.496,0.828,-0.437,-1.549,-0.957,"W4","S3","C4"
"3669",3669,-1.251,-0.179,2.188,-0.248,0.913,-0.509,1.155,-0.744,-1.854,-0.98,"W4","S3","C4"
"3670",3670,-1.318,-0.369,1.597,-0.367,0.57,-0.533,1.351,-1.051,-1.985,-1.025,"W4","S3","C4"
"3671",3671,-1.358,-0.451,1.597,-0.491,0.293,-0.543,1.351,-1.314,-2.094,-1.046,"W4","S3","C4"
"3672",3672,-1.401,-0.469,1.833,-0.629,0.031,-0.555,1.351,-1.621,-2.312,-1.066,"W4","S3","C4"
"3673",3673,-1.452,-0.424,1.833,-0.763,-0.312,-0.565,1.351,-1.402,-2.181,-1.084,"W4","S3","C4"
"3674",3674,-1.488,-0.36,1.36,-0.882,-0.556,-0.574,1.351,-0.832,-1.789,-1.101,"W4","S3","C4"
"3675",3675,-1.535,1.647,-0.059,-1.081,-0.834,-0.599,-0.972,-0.174,0.761,-1.141,"W4","S4","C4"
"3676",3676,-1.397,0.993,1.242,-0.629,-0.116,-0.637,-2.346,0.879,2.09,-1.046,"W4","S1","C3"
"3677",3677,-0.98,1.493,-0.414,0.213,1.289,-0.551,-0.907,0.352,1,-0.69,"W4","S5","C6"
"3678",3678,-1.049,-1.223,0.769,-0.477,-0.05,-0.426,-0.448,-1.533,-0.481,-0.629,"W4","S5","C6"
"3679",3679,-1.713,-0.479,-0.059,-1.081,-0.834,-0.954,1.089,-0.086,-0.874,-0.873,"W4","S14","C4"
"3680",3680,-1.729,-1.251,-0.651,-1.081,-0.834,-0.977,-0.023,-0.086,0.129,-0.897,"W4","S14","C4"
"3681",3681,-1.648,-1.005,1.715,-0.567,0.244,-1.158,-0.023,-2.718,-1.68,-1.063,"W4","S10","C3"
"3682",3682,1.141,-0.86,-0.532,-0.882,-0.752,1.721,0.566,-0.174,-0.438,1.114,"W1","S39","C7"
"3683",3683,0.44,1.311,-1.597,1.175,-0.034,-0.243,-0.056,0.835,0.652,-0.242,"W3","S32","C2"
"3684",3684,0.272,0.675,-1.242,0.347,0.766,0.296,-0.088,1.186,0.826,-0.678,"W3","S31","C5"
"3685",3685,0.277,1.066,-1.242,0.347,0.799,0.274,-0.318,1.01,0.913,-0.654,"W3","S31","C5"
"3686",3686,0.514,1.202,-0.296,1.222,-0.703,-0.102,-1.103,0.835,1.371,-0.217,"W3","S31","C2"
"3687",3687,0.627,0.466,-1.124,0.708,-0.393,-0.384,0.075,1.229,0.695,0.129,"W3","S32","C2"
"3688",3688,0.126,-0.061,-0.887,-1.081,-0.834,-0.849,0.631,0.922,0.085,-0.12,"W3","S13","C5"
"3689",3689,-1.035,0.857,-0.769,0.642,0.064,-1.091,-0.481,1.229,1.131,-0.853,"W4","S10","C3"
"3690",3690,-1.401,1.638,-0.769,-1.081,-0.834,-0.533,-0.514,0.265,0.695,-0.727,"W4","S14","C4"
"3691",3691,-1.37,1.447,0.65,-0.796,-0.442,-0.514,-1.888,-0.174,1.349,-0.7,"W4","S10","C3"
"3692",3692,-1.136,1.42,0.059,0.585,-0.001,-0.615,-1.332,0.265,1.24,-1.181,"W4","S10","C3"
"3693",3693,-1.5,-0.142,1.124,-0.882,-0.638,-0.343,1.122,0.133,-1.07,-0.336,"W4","S1","C4"
"3694",3694,-1.535,-0.015,-1.124,-0.939,-0.85,-0.352,0.5,0.966,0.238,-0.361,"W4","S1","C4"
"3695",3695,-1.514,1.547,-0.296,-1.081,-0.834,-0.358,-0.939,0.177,0.935,-0.386,"W4","S17","C4"
"3696",3696,-1.535,1.665,-0.532,-0.939,-0.801,-0.365,-0.579,0.177,0.673,-0.434,"W4","S17","C4"
"3697",3697,-1.097,-0.351,0.769,1.346,1.338,-0.218,1.286,-0.262,-1.288,-0.519,"W4","S2","C4"
"3698",3698,-1.124,-0.042,1.715,0.904,1.517,-0.333,0.893,0.177,-1.026,-0.7,"W4","S3","C4"
"3699",3699,-1.162,-0.097,1.597,0.642,1.354,-0.365,1.057,0.045,-1.179,-0.751,"W4","S3","C4"
"3700",3700,-1.241,0.303,1.124,0.147,0.897,-0.423,-0.121,1.317,0.477,-0.849,"W4","S3","C4"
"3701",3701,-1.313,-0.151,1.833,-0.444,0.489,-0.501,1.122,-0.305,-1.484,-0.987,"W4","S3","C4"
"3702",3702,-1.342,-0.215,1.597,-0.491,0.407,-0.513,1.253,-0.393,-1.571,-1.007,"W4","S3","C4"
"3703",3703,-1.373,-0.324,1.478,-0.567,0.195,-0.524,1.351,-0.744,-1.767,-1.027,"W4","S3","C4"
"3704",3704,-1.411,-0.442,1.833,-0.677,-0.067,-0.534,1.351,-1.49,-2.246,-1.046,"W4","S3","C4"
"3705",3705,-1.459,-0.469,1.833,-0.796,-0.36,-0.544,1.351,-1.621,-2.312,-1.063,"W4","S3","C4"
"3706",3706,-1.528,-0.56,-0.414,-1.081,-0.834,-0.562,0.893,0.089,-0.547,-1.093,"W4","S3","C4"
"3707",3707,-1.502,-1.378,0.65,-1.081,-0.834,-0.613,-0.874,-1.183,0.063,-1.093,"W4","S4","C4"
"3708",3708,-1.128,-1.26,1.952,0.513,1.076,-0.675,-1.234,-2.937,-0.852,-1.089,"W4","S10","C3"
"3709",3709,-1.148,-1.323,1.952,0.532,2.35,-0.681,-1.463,-2.761,-0.569,-1.1,"W4","S10","C3"
"3710",3710,-1.227,-1.223,1.952,0.194,1.256,-0.682,-1.037,-2.893,-0.982,-1.089,"W4","S10","C3"
"3711",3711,-1.236,1.774,0.296,-0.567,-1.357,-0.672,-0.939,-0.656,0.456,-1.007,"W4","S10","C3"
"3712",3712,-1.181,1.838,0.296,-1.081,-0.834,-0.641,-0.808,-0.744,0.303,-0.905,"W4","S10","C3"
"3713",3713,-0.98,1.147,-0.887,0.094,1.289,-0.546,-0.547,0.966,1.066,-0.718,"W4","S5","C6"
"3714",3714,-1.035,-1.178,0.769,-0.444,0.048,-0.433,-0.318,-1.577,-0.612,-0.642,"W4","S5","C6"
"3715",3715,-1.705,-0.288,0.296,-1.081,-0.834,-0.931,1.155,0.177,-0.895,-0.836,"W4","S3","C4"
"3716",3716,0.825,0.512,-0.414,-0.225,-1.406,0.272,-0.187,1.449,0.935,1.935,"W1","S29","C1"
"3717",3717,0.488,1.084,-0.532,1.042,1.534,-0.063,-0.776,1.01,1.262,-0.261,"W3","S31","C2"
"3718",3718,-1.1,0.13,-1.242,0.347,-0.377,-1.198,0.402,1.054,0.39,-1.1,"W4","S10","C4"
"3719",3719,-1.392,1.447,-0.178,-1.081,-0.834,-0.513,-1.103,0.308,1.131,-0.751,"W4","S14","C4"
"3720",3720,-1.09,1.574,1.715,0.194,1.599,-0.397,-2.608,-1.446,1.066,-0.774,"W4","S10","C3"
"3721",3721,-1.042,1.493,0.532,0.489,1.958,-0.488,-1.659,-0.174,1.196,-0.937,"W4","S10","C3"
"3722",3722,-1.497,-0.106,0.296,-0.939,-0.703,-0.36,0.959,0.659,-0.481,-0.298,"W4","S1","C4"
"3723",3723,-1.521,1.629,0.296,-1.081,-0.834,-0.374,-1.234,-0.349,0.826,-0.337,"W4","S17","C4"
"3724",3724,-1.485,1.674,1.242,-0.939,-0.524,-0.381,-1.986,-1.358,0.717,-0.36,"W4","S17","C4"
"3725",3725,-1.418,-1.033,2.425,-0.763,-0.312,-0.383,-0.448,-3.77,-2.094,-0.443,"W4","S10","C3"
"3726",3726,-1.064,-0.224,0.887,1.375,1.485,-0.201,1.22,0.002,-1.157,-0.459,"W4","S2","C4"
"3727",3727,-1.088,-0.27,0.769,1.294,1.321,-0.188,1.253,-0.086,-1.179,-0.486,"W4","S2","C4"
"3728",3728,-1.133,-0.315,-0.414,1.156,1.093,-0.22,0.959,0.44,-0.46,-0.537,"W4","S2","C4"
"3729",3729,-1.143,0.039,-0.887,1.094,1.027,-0.236,0.566,1.01,0.194,-0.563,"W4","S2","C4"
"3730",3730,-1.14,0.266,0.769,0.965,1.24,-0.269,0.108,1.317,0.412,-0.614,"W4","S2","C4"
"3731",3731,-1.136,0.157,1.124,0.904,1.37,-0.285,0.402,1.01,-0.046,-0.639,"W4","S3","C4"
"3732",3732,-1.164,-0.042,1.242,0.775,1.24,-0.317,0.926,0.44,-0.808,-0.69,"W4","S3","C4"
"3733",3733,-1.248,-0.251,0.769,0.323,0.832,-0.377,1.22,0.045,-1.07,-0.788,"W4","S3","C4"
"3734",3734,-1.282,0.148,0.65,0.07,0.603,-0.406,0.5,1.098,0.042,-0.836,"W4","S3","C4"
"3735",3735,-1.277,0.257,1.242,-0.053,0.652,-0.42,0.042,1.229,0.303,-0.859,"W4","S3","C4"
"3736",3736,-1.27,0.166,1.36,-0.168,0.701,-0.433,0.337,0.966,-0.089,-0.882,"W4","S3","C4"
"3737",3737,-1.296,-0.079,1.597,-0.367,0.603,-0.458,0.991,0.089,-1.135,-0.927,"W4","S3","C4"
"3738",3738,-1.375,-0.088,1.833,-0.629,0.064,-0.493,0.991,-0.086,-1.288,-0.988,"W4","S3","C4"
"3739",3739,-1.399,-0.142,1.715,-0.677,0.015,-0.503,1.122,-0.218,-1.418,-1.007,"W4","S3","C4"
"3740",3740,-1.425,-0.279,1.952,-0.763,-0.165,-0.514,1.319,-0.876,-1.941,-1.025,"W4","S3","C4"
"3741",3741,-1.512,-0.397,0.65,-0.939,-0.72,-0.533,1.253,-0.349,-1.266,-1.056,"W4","S3","C4"
"3742",3742,-1.459,-1.214,2.188,-0.939,-0.54,-0.59,-1.168,-3.288,-1.157,-1.069,"W4","S10","C3"
"3743",3743,-1.483,-1.278,0.65,-1.081,-0.834,-0.592,-0.579,-1.402,-0.285,-1.056,"W4","S10","C4"
"3744",3744,-1.028,-0.86,0.65,0.147,0.146,-0.64,0.664,-1.314,-1.222,-1.079,"W4","S6","C3"
"3745",3745,-1.193,-1.314,1.597,0.07,-1.063,-0.66,-1.266,-2.411,-0.503,-1.106,"W4","S10","C3"
"3746",3746,-1.15,1.529,1.005,-0.882,-0.622,-0.613,-2.019,-0.656,1.175,-0.897,"W4","S10","C3"
"3747",3747,-1.037,1.574,1.242,-0.367,0.897,-0.574,-2.215,-1.007,1.066,-0.8,"W4","S5","C6"
"3748",3748,-0.956,1.729,-1.242,0.389,0.587,-0.473,-0.154,0.484,0.543,-0.732,"W4","S6","C6"
"3749",3749,-1.701,-0.242,0.059,-1.081,-0.834,-0.906,1.089,0.396,-0.656,-0.798,"W4","S3","C4"
"3750",3750,-1.602,1.611,2.07,-0.677,-0.001,-1.041,-2.87,-1.928,0.913,-0.93,"W4","S10","C6"
"3751",3751,0.174,-0.678,-0.296,0.437,0.342,0.054,0.828,-0.174,-0.656,-0.677,"W3","S31","C5"
"3752",3752,0.576,0.83,-1.597,0.904,0.309,-0.989,0.042,0.966,0.652,0.024,"W3","S31","C2"
"3753",3753,-1.109,0.294,-1.242,0.204,-0.442,-1.18,0.239,1.098,0.521,-1.101,"W4","S10","C4"
"3754",3754,-1.1,0.866,-0.532,0.204,-0.377,-1.165,-0.677,1.273,1.284,-1.074,"W4","S10","C3"
"3755",3755,-1.394,1.32,-0.887,-1.081,-0.834,-0.528,-0.547,0.747,0.978,-0.788,"W4","S14","C4"
"3756",3756,-1.267,1.538,1.597,-0.491,0.26,-0.453,-2.608,-1.183,1.218,-0.714,"W4","S10","C3"
"3757",3757,-1.071,-0.46,-0.059,0.723,1.877,-0.521,1.089,-0.042,-0.852,-1.046,"W4","S6","C3"
"3758",3758,-1.504,0.048,0.769,-1.081,-0.834,-0.37,0.73,0.835,-0.329,-0.247,"W4","S1","C4"
"3759",3759,-1.504,1.611,0.532,-1.081,-0.834,-0.392,-1.528,-0.569,0.891,-0.3,"W4","S17","C4"
"3760",3760,-1.488,1.584,1.597,-0.939,-0.556,-0.396,-2.477,-1.314,1.044,-0.313,"W4","S17","C4"
"3761",3761,-1.334,-1.096,1.715,-0.567,0.26,-0.408,-0.35,-2.674,-1.353,-0.413,"W4","S10","C3"
"3762",3762,-1.083,-0.397,0.177,1.261,1.354,-0.22,1.155,0.002,-0.895,-0.451,"W4","S2","C4"
"3763",3763,-1.107,-0.506,-0.059,1.175,1.191,-0.207,1.057,-0.086,-0.83,-0.477,"W4","S2","C4"
"3764",3764,-1.148,-0.942,-0.887,0.965,0.995,-0.221,0.435,0.045,-0.155,-0.554,"W4","S2","C3"
"3765",3765,-1.301,-0.542,-0.414,0.004,0.472,-0.388,0.926,0.089,-0.59,-0.822,"W4","S10","C4"
"3766",3766,-1.308,0.012,-0.178,-0.125,0.423,-0.402,0.73,0.966,-0.067,-0.845,"W4","S3","C4"
"3767",3767,-1.315,0.012,1.242,-0.367,0.391,-0.427,0.795,0.572,-0.612,-0.888,"W4","S3","C4"
"3768",3768,-1.363,-0.142,2.07,-0.567,0.146,-0.451,1.089,-0.437,-1.614,-0.93,"W4","S3","C4"
"3769",3769,-1.394,-0.106,2.07,-0.677,-0.067,-0.463,1.024,-0.305,-1.462,-0.949,"W4","S3","C4"
"3770",3770,-1.418,-0.052,1.952,-0.763,-0.23,-0.473,0.893,-0.042,-1.222,-0.968,"W4","S3","C4"
"3771",3771,-1.466,-0.151,1.952,-0.882,-0.442,-0.494,1.122,-0.393,-1.571,-1.003,"W4","S3","C4"
"3772",3772,-1.5,-0.242,1.242,-0.939,-0.671,-0.503,1.286,-0.262,-1.44,-1.018,"W4","S3","C4"
"3773",3773,-1.459,1.602,0.414,-1.081,-0.834,-0.569,-1.397,-0.393,0.913,-1.018,"W4","S1","C4"
"3774",3774,-1.061,0.612,1.005,-0.248,0.391,-0.555,-1.136,1.536,1.458,-0.934,"W4","S6","C3"
"3775",3775,-1.035,1.402,1.005,-0.444,0.603,-0.565,-2.183,-0.218,1.501,-0.837,"W4","S5","C6"
"3776",3776,-0.999,1.629,-0.651,-0.177,1.158,-0.543,-0.579,0.265,0.739,-0.787,"W4","S5","C6"
"3777",3777,-1.002,1.347,-1.242,-0.053,1.142,-0.533,-0.285,0.791,0.804,-0.773,"W4","S5","C6"
"3778",3778,-0.985,1.347,-0.887,0.194,1.256,-0.509,-0.579,0.703,1,-0.773,"W4","S6","C6"
"3779",3779,-0.942,1.593,-0.414,0.461,0.685,-0.456,-0.743,0.221,0.826,-0.758,"W4","S6","C6"
"3780",3780,-1.701,1.756,-1.124,-1.081,-0.834,-0.903,-0.154,0.396,0.521,-0.784,"W4","S14","C4"
"3781",3781,-1.691,1.574,0.414,-0.939,-0.769,-0.925,-1.463,-0.349,0.978,-0.807,"W4","S14","C6"
"3782",3782,-1.686,-1.005,0.65,-0.491,0.26,-1.198,0.271,-1.358,-0.939,-1.029,"W4","S4","C6"
"3783",3783,0.27,-0.415,0.65,0.904,0.897,0.001,1.253,-0.349,-1.266,-0.545,"W3","S13","C5"
"3784",3784,0.229,-0.442,-0.296,0.661,0.652,0.029,0.991,0.177,-0.612,-0.592,"W3","S13","C5"
"3785",3785,0.208,0.739,0.059,-0.168,0.325,0.352,-0.841,1.449,1.414,-0.708,"W3","S31","C5"
"3786",3786,-1.349,1.302,1.36,-0.939,-0.524,-0.499,-2.673,-0.13,1.828,-0.798,"W4","S10","C3"
"3787",3787,-1.184,1.52,1.952,-0.177,0.848,-0.412,-2.968,-1.446,1.284,-0.698,"W4","S10","C3"
"3788",3788,-1.028,1.447,1.36,0.456,1.958,-0.365,-2.51,-0.656,1.458,-0.771,"W4","S10","C3"
"3789",3789,-1.083,1.593,-0.296,0.237,0.358,-0.553,-0.841,0.133,0.848,-1.176,"W4","S10","C3"
"3790",3790,-1.066,1.584,-0.651,0.07,0.472,-0.57,-0.579,0.352,0.782,-1.227,"W4","S6","C3"
"3791",3791,-1.483,0.139,-0.651,-0.796,-0.801,-0.276,0.5,1.142,0.281,-0.193,"W4","S17","C4"
"3792",3792,-1.488,0.303,-0.414,-0.796,-0.883,-0.288,0.206,1.361,0.565,-0.19,"W4","S17","C4"
"3793",3793,-1.478,0.421,0.059,-0.796,-0.834,-0.3,-0.088,1.493,0.826,-0.186,"W4","S1","C4"
"3794",3794,-1.531,0.057,-1.124,-1.081,-0.834,-0.392,0.468,1.01,0.281,-0.223,"W4","S17","C4"
"3795",3795,-1.526,0.721,-1.597,-0.939,-0.965,-0.398,0.01,1.01,0.673,-0.237,"W4","S17","C4"
"3796",3796,-1.476,1.493,1.36,-0.939,-0.589,-0.414,-2.51,-0.832,1.349,-0.277,"W4","S17","C4"
"3797",3797,-1.349,1.584,2.306,-0.491,0.472,-0.433,-3.23,-2.147,1,-0.374,"W4","S10","C3"
"3798",3798,-1.377,-1.323,1.833,-0.51,-0.034,-0.423,-1.463,-2.718,-0.547,-0.392,"W4","S10","C3"
"3799",3799,-1.145,-1.305,0.414,0.708,1.011,-0.237,-0.547,-1.051,-0.089,-0.593,"W4","S10","C3"
"3800",3800,-1.205,-1.214,0.887,0.408,0.962,-0.314,-0.448,-1.621,-0.525,-0.714,"W4","S10","C3"
"3801",3801,-1.318,-0.678,0.296,-0.177,0.358,-0.383,0.959,-0.656,-1.113,-0.828,"W4","S10","C4"
"3802",3802,-1.346,-0.17,0.296,-0.444,0.178,-0.408,1.089,0.44,-0.699,-0.871,"W4","S10","C4"
"3803",3803,-1.368,-0.233,1.124,-0.567,0.031,-0.42,1.253,-0.13,-1.288,-0.891,"W4","S3","C4"
"3804",3804,-1.399,-0.27,1.597,-0.677,-0.181,-0.432,1.319,-0.569,-1.68,-0.911,"W4","S3","C4"
"3805",3805,-1.432,-0.215,1.715,-0.763,-0.328,-0.442,1.253,-0.481,-1.614,-0.93,"W4","S3","C4"
"3806",3806,-1.48,-0.088,1.242,-0.939,-0.654,-0.463,1.024,0.265,-0.961,-0.965,"W4","S3","C4"
"3807",3807,-1.528,1.647,-1.124,-1.081,-0.834,-0.491,-0.252,0.484,0.63,-1.008,"W4","S4","C4"
"3808",3808,-1.145,-1.214,-0.532,-1.081,-0.834,-0.591,0.01,-0.174,0.042,-0.995,"W4","S6","C4"
"3809",3809,-0.939,1.465,-0.414,0.642,1.566,-0.451,-0.841,0.396,1.022,-0.791,"W4","S6","C6"
"3810",3810,-1.681,1.538,0.059,-0.939,-0.703,-0.898,-1.201,0.002,1.022,-0.768,"W4","S14","C6"
"3811",3811,-1.638,1.42,1.36,-0.763,-0.409,-0.942,-2.575,-0.569,1.545,-0.812,"W4","S10","C6"
