"Elevation","Aspect","Slope","Horizontal_Distance_To_Hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","Area_Of_Wilderness","Soil_Type","Cover_Type"
0.236,0.514,0.227,0.232,0.505,0.134,0.87,0.98,0.618,0.06,"W4","S6","C4"
0.223,0.325,0.621,0.198,0.473,0.129,0.988,0.665,0.012,0.052,"W4","S3","C4"
0.21,0.319,0.652,0.183,0.439,0.126,0.98,0.626,0,0.048,"W4","S3","C4"
0.197,0.325,0.621,0.168,0.416,0.124,0.988,0.661,0,0.044,"W4","S3","C4"
0.179,0.339,0.5,0.137,0.373,0.119,1,0.76,0.146,0.036,"W4","S3","C4"
0.17,0.339,0.47,0.122,0.351,0.117,1,0.783,0.189,0.032,"W4","S3","C4"
0.163,0.336,0.424,0.107,0.333,0.115,1,0.807,0.232,0.028,"W4","S3","C4"
0.15,0.347,0.379,0.089,0.3,0.111,0.992,0.839,0.283,0.021,"W4","S3","C4"
0.133,0.356,0.439,0.061,0.271,0.107,0.996,0.815,0.232,0.013,"W4","S3","C4"
0.126,0.314,0.455,0.043,0.265,0.105,1,0.764,0.173,0.013,"W4","S3","C4"
0.11,0.236,0.197,0,0.224,0.103,0.937,0.858,0.429,0.015,"W4","S3","C4"
0.153,0.847,0.439,0.125,0.349,0.101,0.504,0.827,0.846,0.04,"W4","S10","C3"
0.187,0.906,0.394,0.228,0.433,0.103,0.583,0.795,0.744,0.064,"W4","S10","C3"
0.19,0.914,0.379,0.245,0.45,0.104,0.606,0.795,0.724,0.068,"W4","S10","C3"
0.179,0.189,0.273,0.021,0.209,0.131,0.929,0.787,0.35,0.135,"W4","S5","C4"
0.14,0.231,0.364,0,0.224,0.105,0.965,0.744,0.236,0.11,"W4","S5","C4"
0.124,0.411,0.318,0.021,0.227,0.089,0.957,0.917,0.429,0.094,"W4","S6","C3"
0.075,0.058,0.045,0,0.224,0.038,0.854,0.913,0.598,0.045,"W4","S14","C4"
0.076,0.022,0.227,0.021,0.226,0.034,0.795,0.823,0.563,0.041,"W4","S14","C4"
0.074,0.097,0.348,0.021,0.226,0.03,0.827,0.717,0.382,0.037,"W4","S14","C4"
0.689,0.633,0.167,0.107,0.243,0.542,0.799,0.988,0.72,0.374,"W1","S23","C7"
0.519,0.15,0.152,0.438,0.413,0.209,0.89,0.858,0.488,0.124,"W3","S32","C2"
0.487,0.294,0.303,0.319,0.329,0.23,0.98,0.831,0.319,0.095,"W3","S13","C5"
0.523,0.508,0.242,0.077,0.24,0.036,0.874,0.98,0.606,0.131,"W3","S33","C5"
0.52,0.428,0.273,0.107,0.243,0.044,0.941,0.937,0.48,0.135,"W3","S33","C5"
0.513,0.425,0.273,0.089,0.262,0.049,0.941,0.937,0.48,0.142,"W3","S13","C5"
0.511,0.472,0.288,0.086,0.256,0.051,0.906,0.961,0.539,0.144,"W3","S13","C5"
0.511,0.486,0.318,0.086,0.257,0.054,0.89,0.969,0.555,0.146,"W3","S13","C5"
0.505,0.344,0.333,0.107,0.283,0.09,0.988,0.854,0.323,0.178,"W3","S13","C5"
0.259,0.692,0.364,0.356,0.244,0.038,0.642,0.98,0.862,0.105,"W4","S10","C3"
0.145,0.189,0.136,0,0.224,0.129,0.902,0.878,0.496,0.114,"W4","S14","C4"
0.146,0.969,0.182,0.021,0.225,0.131,0.78,0.866,0.634,0.113,"W4","S14","C4"
0.204,0.931,0.409,0.152,0.424,0.104,0.587,0.756,0.693,0.033,"W4","S10","C3"
0.214,0.964,0.53,0.192,0.453,0.096,0.528,0.638,0.598,0.025,"W4","S10","C3"
0.123,0.372,0.227,0,0.224,0.194,0.957,0.909,0.445,0.12,"W4","S1","C4"
0.122,0.069,0.061,0,0.224,0.194,0.858,0.909,0.591,0.119,"W4","S1","C4"
0.122,0.086,0.212,0.021,0.221,0.194,0.85,0.823,0.5,0.118,"W4","S17","C4"
0.118,0.022,0.136,0.021,0.22,0.195,0.827,0.878,0.591,0.118,"W4","S17","C4"
0.121,0.744,0.273,0,0.224,0.195,0.677,0.961,0.827,0.117,"W4","S17","C4"
0.117,0.044,0.091,0,0.224,0.198,0.846,0.894,0.587,0.117,"W4","S17","C4"
0.199,0.836,0.424,0.236,0.457,0.211,0.52,0.846,0.854,0.129,"W4","S10","C3"
0.235,0.253,0.242,0.352,0.267,0.194,0.957,0.843,0.382,0.135,"W4","S2","C4"
0.223,0.331,0.273,0.328,0.238,0.187,0.976,0.874,0.378,0.127,"W4","S2","C4"
0.22,0.35,0.439,0.283,0.229,0.155,0.996,0.811,0.236,0.085,"W4","S3","C4"
0.214,0.392,0.333,0.286,0.439,0.152,0.969,0.898,0.39,0.081,"W4","S3","C4"
0.231,0.636,0.303,0.232,0.491,0.14,0.736,1,0.783,0.065,"W4","S3","C4"
0.23,0.444,0.333,0.221,0.49,0.138,0.933,0.941,0.476,0.061,"W4","S6","C4"
0.226,0.375,0.53,0.203,0.479,0.135,0.98,0.783,0.181,0.057,"W4","S3","C4"
0.181,0.347,0.561,0.137,0.373,0.125,0.992,0.74,0.114,0.041,"W4","S3","C4"
0.172,0.356,0.515,0.122,0.351,0.123,0.992,0.772,0.161,0.037,"W4","S3","C4"
0.165,0.358,0.47,0.107,0.337,0.121,0.992,0.803,0.217,0.034,"W4","S3","C4"
0.153,0.356,0.424,0.077,0.306,0.117,0.992,0.823,0.252,0.027,"W4","S3","C4"
0.134,0.369,0.47,0.061,0.269,0.112,0.988,0.819,0.236,0.019,"W4","S3","C4"
0.127,0.375,0.424,0.048,0.256,0.111,0.984,0.846,0.283,0.017,"W4","S3","C4"
0.122,0.35,0.364,0.03,0.244,0.109,0.988,0.85,0.307,0.017,"W4","S3","C4"
0.111,0.172,0.121,0,0.224,0.107,0.894,0.878,0.512,0.019,"W4","S4","C4"
0.215,0.1,0.545,0.137,0.389,0.11,0.756,0.551,0.224,0.083,"W4","S6","C3"
0.199,0.283,0.242,0,0.224,0.148,0.965,0.854,0.378,0.136,"W4","S6","C4"
0.196,0.2,0.258,0,0.224,0.143,0.933,0.811,0.374,0.138,"W4","S6","C4"
0.069,0.125,0.379,0,0.224,0.021,0.858,0.697,0.319,0.033,"W4","S14","C4"
0.683,0.619,0.121,0.061,0.227,0.55,0.827,0.976,0.685,0.373,"W1","S23","C7"
0.528,0.1,0.121,0.452,0.264,0.194,0.866,0.87,0.539,0.153,"W3","S32","C2"
0.513,0.647,0.03,0.301,0.335,0.287,0.846,0.949,0.642,0.113,"W3","S31","C5"
0.544,0.725,0.167,0.387,0.329,0.235,0.756,0.969,0.76,0.166,"W3","S31","C2"
0.518,0.508,0.212,0.061,0.238,0.035,0.878,0.98,0.61,0.135,"W3","S33","C5"
0.501,0.528,0.348,0.064,0.247,0.067,0.839,0.984,0.622,0.163,"W3","S13","C5"
0.148,0.964,0.136,0.021,0.22,0.132,0.803,0.89,0.634,0.118,"W4","S14","C4"
0.186,0.925,0.545,0.13,0.354,0.131,0.453,0.665,0.705,0.066,"W4","S10","C3"
0.194,0.919,0.258,0.172,0.398,0.114,0.705,0.854,0.697,0.039,"W4","S10","C3"
0.233,0.983,0.197,0.313,0.359,0.098,0.776,0.85,0.614,0.07,"W4","S6","C3"
0.124,0.361,0.288,0.021,0.227,0.19,0.972,0.89,0.394,0.125,"W4","S1","C4"
0.126,0.892,0.258,0.021,0.233,0.19,0.689,0.874,0.732,0.123,"W4","S17","C4"
0.124,0.064,0.333,0.021,0.231,0.19,0.795,0.74,0.453,0.122,"W4","S17","C4"
0.123,0.911,0.197,0,0.224,0.191,0.736,0.882,0.693,0.122,"W4","S17","C4"
0.119,0.939,0.121,0,0.224,0.193,0.803,0.902,0.65,0.122,"W4","S17","C4"
0.233,0.761,0.318,0.322,0.537,0.207,0.626,0.945,0.858,0.141,"W4","S10","C3"
0.238,0.189,0.121,0.357,0.554,0.2,0.898,0.886,0.512,0.14,"W4","S2","C4"
0.234,0.267,0.288,0.369,0.266,0.196,0.972,0.823,0.331,0.136,"W4","S2","C4"
0.228,0.283,0.348,0.357,0.251,0.193,0.988,0.795,0.26,0.131,"W4","S2","C4"
0.216,0.436,0.152,0.336,0.221,0.186,0.909,0.953,0.559,0.123,"W4","S2","C4"
0.22,0.667,0.273,0.327,0.229,0.183,0.72,0.992,0.799,0.119,"W4","S2","C4"
0.241,0.642,0.394,0.308,0.284,0.173,0.673,0.996,0.823,0.107,"W4","S6","C4"
0.232,0.353,0.515,0.301,0.26,0.164,0.992,0.768,0.157,0.094,"W4","S3","C4"
0.215,0.347,0.439,0.289,0.435,0.158,0.996,0.811,0.232,0.086,"W4","S3","C4"
0.209,0.397,0.333,0.273,0.42,0.155,0.965,0.902,0.398,0.082,"W4","S3","C4"
0.208,0.547,0.273,0.258,0.424,0.152,0.835,0.992,0.661,0.078,"W4","S3","C4"
0.213,0.636,0.364,0.243,0.435,0.149,0.689,0.996,0.815,0.074,"W4","S3","C4"
0.219,0.65,0.439,0.228,0.451,0.146,0.626,0.984,0.85,0.07,"W4","S3","C4"
0.226,0.578,0.348,0.215,0.47,0.144,0.776,1,0.717,0.066,"W4","S3","C4"
0.225,0.417,0.409,0.203,0.475,0.141,0.957,0.894,0.37,0.062,"W4","S3","C4"
0.217,0.364,0.576,0.192,0.456,0.138,0.98,0.748,0.122,0.058,"W4","S3","C4"
0.174,0.347,0.53,0.122,0.348,0.129,0.992,0.748,0.126,0.043,"W4","S3","C4"
0.166,0.353,0.5,0.107,0.336,0.126,0.996,0.78,0.173,0.039,"W4","S3","C4"
0.153,0.378,0.455,0.077,0.306,0.123,0.984,0.831,0.26,0.033,"W4","S3","C4"
0.134,0.381,0.485,0.043,0.257,0.117,0.98,0.823,0.24,0.024,"W4","S3","C4"
0.118,0.378,0.212,0.021,0.233,0.114,0.949,0.921,0.469,0.021,"W4","S3","C4"
0.114,0.219,0.152,0,0.224,0.112,0.917,0.878,0.476,0.021,"W4","S3","C4"
0.144,0.758,0.409,0.077,0.279,0.11,0.547,0.929,0.906,0.036,"W4","S10","C3"
0.212,0.886,0.424,0.219,0.355,0.115,0.539,0.795,0.783,0.078,"W4","S10","C3"
0.212,0.022,0.561,0.129,0.381,0.104,0.594,0.559,0.421,0.067,"W4","S10","C3"
0.232,0.928,0.227,0.215,0.37,0.131,0.728,0.862,0.681,0.118,"W4","S6","C3"
0.207,0.264,0.273,0.021,0.235,0.156,0.965,0.831,0.35,0.129,"W4","S6","C4"
0.202,0.189,0.197,0,0.224,0.152,0.917,0.843,0.437,0.131,"W4","S6","C4"
0.201,0.086,0.227,0,0.224,0.148,0.846,0.815,0.492,0.133,"W4","S6","C6"
0.114,0.156,0.333,0,0.224,0.08,0.898,0.732,0.315,0.087,"W4","S6","C4"
0.107,0.211,0.318,0,0.224,0.076,0.945,0.772,0.299,0.083,"W4","S14","C4"
0.078,0.258,0.182,0,0.224,0.046,0.941,0.874,0.437,0.056,"W4","S14","C4"
0.068,0.144,0.333,0,0.224,0.017,0.886,0.736,0.335,0.033,"W4","S14","C4"
0.507,0.594,0.258,0.228,0.372,0.311,0.795,1,0.72,0.09,"W3","S31","C5"
0.51,0.55,0.091,0.258,0.388,0.303,0.858,0.965,0.642,0.098,"W3","S31","C5"
0.515,0.481,0.152,0.03,0.229,0.03,0.89,0.965,0.591,0.137,"W3","S32","C5"
0.507,0.422,0.212,0.061,0.247,0.04,0.929,0.945,0.516,0.146,"W3","S33","C5"
0.504,0.406,0.212,0.043,0.238,0.045,0.941,0.933,0.492,0.151,"W3","S33","C5"
0.5,0.458,0.242,0.043,0.229,0.051,0.913,0.961,0.543,0.156,"W3","S13","C5"
0.496,0.497,0.424,0.043,0.251,0.072,0.862,0.957,0.543,0.172,"W3","S13","C5"
0.495,0.472,0.485,0.061,0.256,0.079,0.882,0.917,0.453,0.177,"W3","S13","C5"
0.492,0.464,0.455,0.064,0.262,0.087,0.902,0.925,0.453,0.183,"W3","S13","C5"
0.483,0.378,0.485,0.064,0.253,0.095,0.98,0.823,0.24,0.19,"W3","S13","C5"
0.278,0.647,0.106,0.28,0.503,0.056,0.819,0.972,0.689,0.109,"W4","S11","C3"
0.229,0.003,0.136,0.279,0.35,0.101,0.815,0.878,0.602,0.049,"W4","S6","C3"
0.124,0.833,0.227,0,0.224,0.185,0.693,0.913,0.772,0.128,"W4","S17","C4"
0.135,0.983,0.303,0.043,0.255,0.186,0.717,0.787,0.598,0.127,"W4","S10","C3"
0.127,0.031,0.258,0,0.224,0.187,0.791,0.803,0.543,0.126,"W4","S17","C4"
0.219,0.817,0.439,0.28,0.51,0.207,0.492,0.858,0.89,0.14,"W4","S10","C3"
0.233,0.256,0.364,0.387,0.54,0.199,0.976,0.772,0.248,0.136,"W4","S2","C4"
0.226,0.283,0.379,0.376,0.245,0.196,0.992,0.783,0.232,0.132,"W4","S2","C4"
0.22,0.297,0.333,0.365,0.229,0.192,0.988,0.823,0.295,0.128,"W4","S2","C4"
0.215,0.392,0.152,0.356,0.218,0.189,0.929,0.933,0.516,0.124,"W4","S2","C4"
0.216,0.633,0.273,0.347,0.221,0.186,0.748,1,0.772,0.12,"W4","S2","C4"
0.234,0.597,0.394,0.329,0.266,0.176,0.724,0.996,0.756,0.107,"W4","S6","C4"
0.237,0.478,0.364,0.325,0.274,0.173,0.898,0.957,0.524,0.103,"W4","S6","C4"
0.225,0.356,0.485,0.31,0.46,0.167,0.992,0.791,0.197,0.095,"W4","S3","C4"
0.211,0.344,0.439,0.275,0.424,0.161,0.996,0.811,0.232,0.087,"W4","S3","C4"
0.204,0.394,0.348,0.258,0.407,0.158,0.969,0.898,0.386,0.083,"W4","S3","C4"
0.203,0.539,0.303,0.243,0.404,0.155,0.839,0.992,0.646,0.079,"W4","S3","C4"
0.207,0.611,0.409,0.228,0.421,0.152,0.701,0.996,0.783,0.075,"W4","S3","C4"
0.219,0.539,0.424,0.198,0.451,0.147,0.795,0.98,0.642,0.068,"W4","S3","C4"
0.218,0.425,0.485,0.185,0.448,0.144,0.941,0.874,0.343,0.064,"W4","S3","C4"
0.21,0.361,0.591,0.173,0.438,0.142,0.98,0.74,0.11,0.06,"W4","S3","C4"
0.198,0.342,0.621,0.163,0.407,0.139,0.984,0.685,0,0.056,"W4","S3","C4"
0.188,0.336,0.591,0.144,0.38,0.137,0.988,0.701,0.059,0.052,"W4","S3","C4"
0.178,0.333,0.561,0.125,0.357,0.134,0.996,0.72,0.087,0.049,"W4","S3","C4"
0.161,0.347,0.5,0.091,0.313,0.13,0.996,0.776,0.169,0.042,"W4","S3","C4"
0.14,0.378,0.5,0.048,0.273,0.124,0.98,0.811,0.224,0.033,"W4","S3","C4"
0.133,0.381,0.5,0.03,0.255,0.123,0.98,0.815,0.228,0.03,"W4","S3","C4"
0.126,0.383,0.424,0.021,0.236,0.121,0.98,0.854,0.299,0.028,"W4","S3","C4"
0.121,0.353,0.288,0.021,0.224,0.12,0.976,0.882,0.374,0.026,"W4","S3","C4"
0.116,0.25,0.106,0.021,0.224,0.119,0.909,0.902,0.512,0.025,"W4","S3","C4"
0.116,0.986,0.152,0,0.224,0.118,0.799,0.874,0.618,0.025,"W4","S3","C4"
0.118,0.011,0.258,0,0.224,0.117,0.768,0.807,0.571,0.025,"W4","S4","C4"
0.118,0.025,0.258,0,0.224,0.116,0.78,0.799,0.547,0.026,"W4","S4","C4"
0.117,0.953,0.197,0,0.224,0.115,0.76,0.862,0.65,0.028,"W4","S4","C4"
0.208,0.817,0.47,0.107,0.307,0.122,0.472,0.85,0.898,0.1,"W4","S6","C6"
0.213,0.158,0.273,0.048,0.252,0.158,0.902,0.787,0.382,0.124,"W4","S6","C4"
0.201,0.125,0.409,0.043,0.229,0.139,0.85,0.673,0.291,0.133,"W4","S5","C6"
0.187,0.175,0.47,0.061,0.214,0.131,0.906,0.634,0.161,0.137,"W4","S5","C6"
0.145,0.164,0.318,0.048,0.251,0.105,0.906,0.756,0.335,0.113,"W4","S5","C6"
0.119,0.147,0.394,0.021,0.227,0.08,0.878,0.685,0.272,0.089,"W4","S5","C6"
0.095,0.242,0.364,0,0.224,0.067,0.972,0.764,0.248,0.077,"W4","S14","C4"
0.079,0.978,0.152,0,0.224,0.046,0.799,0.878,0.622,0.058,"W4","S14","C4"
0.685,0.083,0.121,0.03,0.23,0.57,0.858,0.878,0.551,0.37,"W1","S39","C7"
0.681,0.25,0.045,0,0.224,0.557,0.882,0.921,0.575,0.376,"W1","S23","C7"
0.683,0.306,0.47,0.137,0.355,0.423,1,0.748,0.154,0.456,"W1","S29","C1"
0.644,0.567,0.485,0.177,0.181,0.28,0.728,0.976,0.697,0.501,"W1","S29","C1"
0.471,0.294,0.212,0.228,0.288,0.247,0.957,0.878,0.421,0.088,"W3","S31","C5"
0.51,0.642,0.182,0.258,0.37,0.289,0.791,0.988,0.732,0.111,"W3","S31","C5"
0.493,0.425,0.273,0.021,0.229,0.059,0.941,0.937,0.48,0.167,"W3","S33","C5"
0.485,0.464,0.439,0.043,0.231,0.078,0.902,0.925,0.453,0.18,"W3","S13","C5"
0.459,0.314,0.333,0.03,0.239,0.105,0.988,0.835,0.303,0.202,"W3","S13","C5"
0.235,0.431,0.076,0.283,0.309,0.026,0.89,0.945,0.587,0.069,"W4","S4","C3"
0.239,0.742,0.288,0.313,0.32,0.036,0.661,0.961,0.839,0.089,"W4","S10","C3"
0.203,0.861,0.227,0.215,0.42,0.119,0.701,0.902,0.748,0.032,"W4","S10","C3"
0.22,0.822,0.348,0.219,0.465,0.114,0.594,0.89,0.839,0.021,"W4","S10","C3"
0.236,0.097,0.121,0.258,0.36,0.107,0.862,0.882,0.551,0.015,"W4","S6","C3"
0.128,0.453,0.242,0.03,0.23,0.182,0.917,0.957,0.531,0.141,"W4","S1","C4"
0.123,0.428,0.136,0.021,0.222,0.181,0.909,0.949,0.555,0.136,"W4","S17","C4"
0.132,0.139,0.212,0,0.224,0.183,0.89,0.823,0.449,0.13,"W4","S17","C4"
0.125,0.269,0.227,0,0.224,0.184,0.961,0.85,0.386,0.13,"W4","S1","C4"
0.144,0.844,0.606,0.061,0.288,0.187,0.327,0.728,0.886,0.131,"W4","S10","C3"
0.216,0.825,0.379,0.261,0.5,0.202,0.559,0.874,0.854,0.142,"W4","S10","C3"
0.242,0.214,0.273,0.368,0.561,0.205,0.945,0.807,0.35,0.141,"W4","S2","C4"
0.234,0.239,0.409,0.389,0.535,0.201,0.972,0.72,0.185,0.137,"W4","S2","C4"
0.218,0.264,0.318,0.384,0.225,0.195,0.976,0.803,0.291,0.129,"W4","S2","C4"
0.218,0.669,0.348,0.36,0.224,0.185,0.665,0.988,0.843,0.117,"W4","S6","C4"
0.224,0.65,0.364,0.354,0.239,0.182,0.681,0.996,0.823,0.113,"W4","S6","C4"
0.22,0.369,0.455,0.298,0.446,0.17,0.988,0.827,0.248,0.097,"W4","S3","C4"
0.206,0.339,0.424,0.262,0.411,0.164,1,0.807,0.228,0.089,"W4","S3","C4"
0.2,0.381,0.364,0.245,0.395,0.161,0.98,0.874,0.343,0.085,"W4","S3","C4"
0.197,0.508,0.333,0.228,0.389,0.158,0.866,0.976,0.591,0.081,"W4","S3","C4"
0.201,0.583,0.439,0.213,0.398,0.155,0.72,0.988,0.74,0.077,"W4","S3","C4"
0.206,0.575,0.5,0.198,0.419,0.153,0.709,0.976,0.717,0.073,"W4","S3","C4"
0.207,0.447,0.561,0.168,0.421,0.148,0.902,0.866,0.346,0.066,"W4","S3","C4"
0.192,0.35,0.576,0.144,0.39,0.143,0.984,0.728,0.091,0.058,"W4","S3","C4"
0.155,0.322,0.485,0.077,0.298,0.134,1,0.752,0.15,0.044,"W4","S3","C4"
0.147,0.342,0.485,0.061,0.278,0.132,1,0.78,0.177,0.041,"W4","S3","C4"
0.14,0.358,0.47,0.048,0.269,0.13,0.992,0.803,0.213,0.039,"W4","S3","C4"
0.121,0.978,0.348,0,0.224,0.123,0.677,0.76,0.606,0.03,"W4","S4","C4"
0.121,0.017,0.288,0,0.224,0.119,0.764,0.791,0.555,0.032,"W4","S4","C4"
0.239,0.05,0.485,0.177,0.45,0.117,0.701,0.618,0.39,0.068,"W4","S6","C3"
0.202,0.856,0.47,0.064,0.291,0.121,0.48,0.803,0.846,0.09,"W4","S10","C3"
0.233,0.869,0.318,0.15,0.371,0.13,0.626,0.862,0.78,0.105,"W4","S5","C6"
0.211,0.092,0.303,0.048,0.245,0.143,0.835,0.756,0.425,0.128,"W4","S5","C6"
0.084,0.283,0.182,0,0.224,0.059,0.941,0.886,0.449,0.071,"W4","S14","C4"
0.081,0.953,0.197,0,0.224,0.051,0.756,0.862,0.65,0.064,"W4","S14","C4"
0.49,0.3,0.273,0.304,0.337,0.236,0.972,0.854,0.362,0.109,"W3","S13","C5"
0.494,0.564,0.242,0.185,0.339,0.313,0.827,0.996,0.681,0.09,"W3","S33","C5"
0.497,0.619,0.288,0.198,0.353,0.309,0.752,1,0.764,0.094,"W3","S31","C5"
0.505,0.567,0.136,0.236,0.357,0.293,0.846,0.976,0.661,0.109,"W3","S31","C5"
0.513,0.758,0.182,0.237,0.336,0.276,0.74,0.957,0.768,0.124,"W3","S31","C2"
0.509,0.464,0.121,0.021,0.224,0.026,0.89,0.957,0.591,0.146,"W3","S33","C5"
0.492,0.361,0.121,0,0.224,0.049,0.917,0.929,0.531,0.165,"W3","S33","C5"
0.486,0.386,0.197,0,0.224,0.06,0.945,0.925,0.484,0.172,"W3","S33","C5"
0.474,0.406,0.364,0.021,0.23,0.088,0.961,0.902,0.39,0.192,"W3","S13","C5"
0.251,0.778,0.333,0.308,0.364,0.045,0.61,0.929,0.862,0.097,"W4","S10","C3"
0.15,0.975,0.167,0,0.224,0.138,0.783,0.87,0.626,0.103,"W4","S14","C4"
0.152,0.894,0.242,0.021,0.235,0.14,0.705,0.878,0.72,0.105,"W4","S10","C3"
0.222,0.933,0.47,0.198,0.435,0.138,0.535,0.713,0.685,0.059,"W4","S10","C3"
0.235,0.294,0.121,0.237,0.358,0.11,0.917,0.909,0.512,0.015,"W4","S6","C3"
0.234,0.3,0.121,0.24,0.355,0.11,0.925,0.909,0.504,0.019,"W4","S2","C3"
0.128,0.456,0.273,0.021,0.23,0.179,0.921,0.953,0.52,0.15,"W4","S1","C4"
0.129,0.022,0.03,0.021,0.224,0.178,0.854,0.925,0.61,0.146,"W4","S1","C4"
0.126,0.167,0.136,0,0.224,0.177,0.898,0.87,0.496,0.143,"W4","S17","C4"
0.124,0.131,0.121,0,0.224,0.177,0.878,0.878,0.531,0.142,"W4","S17","C4"
0.124,0.983,0.106,0,0.224,0.177,0.823,0.898,0.618,0.14,"W4","S17","C4"
0.129,0.214,0.242,0,0.224,0.179,0.937,0.827,0.386,0.134,"W4","S17","C4"
0.124,0.144,0.197,0,0.224,0.179,0.894,0.835,0.461,0.134,"W4","S17","C4"
0.234,0.783,0.379,0.308,0.55,0.202,0.567,0.913,0.882,0.15,"W4","S10","C3"
0.244,0.503,0.152,0.349,0.572,0.206,0.882,0.972,0.61,0.146,"W4","S2","C4"
0.24,0.35,0.318,0.371,0.565,0.207,0.984,0.866,0.343,0.142,"W4","S2","C4"
0.226,0.281,0.409,0.394,0.42,0.201,0.992,0.764,0.205,0.134,"W4","S2","C4"
0.219,0.278,0.333,0.384,0.402,0.198,0.984,0.807,0.283,0.13,"W4","S2","C4"
0.214,0.303,0.197,0.375,0.389,0.194,0.953,0.886,0.433,0.126,"W4","S2","C4"
0.216,0.661,0.303,0.356,0.417,0.188,0.709,0.996,0.811,0.118,"W4","S2","C4"
0.222,0.628,0.333,0.346,0.433,0.185,0.724,1,0.787,0.114,"W4","S6","C4"
0.223,0.444,0.424,0.327,0.442,0.179,0.925,0.917,0.425,0.106,"W4","S3","C4"
0.213,0.4,0.439,0.288,0.422,0.173,0.969,0.866,0.315,0.098,"W4","S3","C4"
0.209,0.375,0.409,0.269,0.419,0.17,0.984,0.85,0.295,0.094,"W4","S3","C4"
0.202,0.35,0.439,0.251,0.401,0.167,0.996,0.811,0.232,0.09,"W4","S3","C4"
0.191,0.475,0.333,0.215,0.372,0.161,0.902,0.957,0.528,0.082,"W4","S3","C4"
0.193,0.561,0.424,0.198,0.377,0.159,0.768,0.988,0.689,0.079,"W4","S3","C4"
0.195,0.453,0.561,0.152,0.39,0.151,0.89,0.87,0.362,0.067,"W4","S3","C4"
0.192,0.414,0.561,0.137,0.381,0.149,0.937,0.823,0.252,0.064,"W4","S3","C4"
0.184,0.381,0.53,0.125,0.362,0.146,0.976,0.795,0.197,0.06,"W4","S3","C4"
0.17,0.322,0.455,0.107,0.335,0.142,1,0.768,0.173,0.054,"W4","S3","C4"
0.162,0.297,0.455,0.089,0.313,0.14,1,0.744,0.154,0.05,"W4","S3","C4"
0.153,0.292,0.485,0.068,0.292,0.138,1,0.717,0.114,0.047,"W4","S3","C4"
0.142,0.306,0.485,0.048,0.265,0.136,1,0.736,0.138,0.044,"W4","S3","C4"
0.135,0.325,0.424,0.03,0.245,0.134,1,0.787,0.209,0.042,"W4","S3","C4"
0.125,0.939,0.242,0,0.224,0.129,0.72,0.846,0.669,0.036,"W4","S4","C4"
0.154,0.739,0.409,0.068,0.28,0.122,0.555,0.941,0.909,0.05,"W4","S1","C3"
0.241,0.892,0.197,0.195,0.391,0.138,0.728,0.894,0.713,0.105,"W4","S5","C6"
0.226,0.061,0.348,0.091,0.286,0.161,0.783,0.724,0.445,0.114,"W4","S5","C6"
0.088,0.289,0.242,0,0.224,0.063,0.969,0.854,0.374,0.077,"W4","S14","C4"
0.084,0.053,0.167,0,0.224,0.059,0.835,0.854,0.555,0.073,"W4","S14","C4"
0.101,0.128,0.47,0.077,0.309,0.025,0.835,0.618,0.228,0.048,"W4","S10","C3"
0.684,0.172,0.182,0.03,0.23,0.561,0.906,0.846,0.453,0.382,"W1","S39","C7"
0.537,0.836,0.045,0.339,0.287,0.196,0.831,0.937,0.65,0.174,"W3","S32","C2"
0.502,0.642,0.091,0.215,0.35,0.296,0.827,0.969,0.681,0.107,"W3","S31","C5"
0.503,0.761,0.091,0.215,0.353,0.292,0.799,0.953,0.697,0.11,"W3","S31","C5"
0.553,0.803,0.212,0.346,0.234,0.222,0.705,0.937,0.78,0.177,"W3","S31","C2"
0.576,0.578,0.106,0.269,0.258,0.169,0.846,0.972,0.657,0.23,"W3","S32","C2"
0.472,0.417,0.136,0,0.224,0.083,0.913,0.945,0.547,0.192,"W3","S13","C5"
0.229,0.697,0.152,0.259,0.295,0.038,0.78,0.972,0.736,0.08,"W4","S10","C3"
0.153,0.936,0.152,0,0.224,0.142,0.776,0.886,0.657,0.099,"W4","S14","C4"
0.159,0.878,0.333,0.043,0.255,0.145,0.61,0.846,0.776,0.103,"W4","S10","C3"
0.208,0.869,0.258,0.251,0.289,0.126,0.677,0.886,0.756,0.03,"W4","S10","C3"
0.132,0.392,0.394,0.03,0.239,0.177,0.972,0.874,0.339,0.159,"W4","S1","C4"
0.125,0.431,0.106,0.021,0.222,0.175,0.898,0.949,0.575,0.155,"W4","S1","C4"
0.129,0.908,0.212,0,0.224,0.174,0.724,0.878,0.701,0.152,"W4","S17","C4"
0.125,0.944,0.182,0.021,0.226,0.173,0.768,0.878,0.654,0.144,"W4","S17","C4"
0.216,0.328,0.348,0.365,0.395,0.2,0.992,0.839,0.299,0.131,"W4","S2","C4"
0.211,0.422,0.47,0.298,0.41,0.179,0.945,0.878,0.346,0.103,"W4","S3","C4"
0.203,0.406,0.455,0.259,0.397,0.173,0.965,0.866,0.319,0.095,"W4","S3","C4"
0.186,0.528,0.394,0.185,0.36,0.162,0.823,0.98,0.618,0.08,"W4","S3","C4"
